t_index	term	df
9777	salafi	1
9778	salafist	1
9779	salah	2
9780	salai	1
9781	salanki	1
9782	salari	6
9783	salazar	1
9784	sale	14
9785	saleh	38
9786	salem	5
9787	saler	1
9788	salesman	3
9789	salient	1
9790	salih	1
9791	salim	2
9792	sallah	1
9793	salli	2
9794	salsa	1
9795	salt	5
9796	salut	8
9797	salvador	47
9798	salvadoran	24
9799	salvadorian	2
9800	salvag	13
9801	salvat	1
9802	salvo	1
9803	sama	3
9804	sammi	1
9805	samor	1
9806	sampl	9
9807	sampra	30
9808	samshran	1
9809	samuel	8
9810	samurai	1
9811	san	73
9812	sana	10
9813	sanchez	11
9814	sanction	52
9815	sanctuari	4
9816	sand	10
9817	sandbag	2
9818	sander	1
9819	sandi	24
9820	sandiego	1
9821	sandlewood	1
9822	sandov	1
9823	sandra	1
9824	sandrin	10
9825	sandwich	1
9826	sanford	1
9827	sang	2
9828	sangram	1
9829	sanguin	1
9830	sanguinetti	2
9831	sanit	4
9832	sanjai	2
9833	sank	36
9834	sanskriti	1
9835	santa	21
9836	santana	1
9837	santi	1
9838	santiago	1
9839	santistevan	2
9840	santo	1
9841	santorum	6
9842	sap	2
9843	sarah	1
9844	sarajevo	4
9845	sarasota	2
9846	sarong	1
9847	sarvings	1
9848	sasha	3
9849	sat	29
9850	satan	1
9851	satcom	1
9852	satellit	14
9853	satind	3
9854	satisfact	5
9855	satisfactori	2
9856	satisfi	15
9857	satkhira	3
9858	sattar	1
9859	saturdai	190
9860	saudi	90
9861	saunder	1
9862	sava	1
9863	savag	4
9864	save	70
9865	savina	2
9866	savior	5
9867	savitabehn	1
9868	savor	2
9869	savvi	4
9870	saw	101
9871	sayaad	1
9872	sayan	1
9873	scale	24
9874	scalia	1
9875	scalp	1
9876	scam	1
9877	scamper	1
9878	scandal	67
9879	scandinavian	1
9880	scandlin	1
9881	scanlon	1
9882	scanner	2
9883	scant	4
9884	scapego	1
9885	scapegoat	2
9886	scar	6
9887	scarc	4
9888	scare	12
9889	scari	2
9890	scariest	1
9891	scarv	1
9892	scath	3
9893	scatter	13
9894	scenario	12
9895	scene	94
9896	scent	1
9897	schaffer	5
9898	schedul	80
9899	scheme	9
9900	schett	3
9901	scheveck	1
9902	schiff	2
9903	schism	2
9904	schleehauf	1
9905	schlesing	1
9906	schlikov	1
9907	schmalz	1
9908	scholar	6
9909	scholarship	1
9910	school	54
9911	schoolboi	1
9912	schoolchildren	1
9913	schrock	3
9914	schroeder	6
9915	schultz	1
9916	schumer	1
9917	schutner	1
9918	schwartz	2
9919	schwarzkopf	2
9920	schweitzer	2
9921	scienc	15
9922	scientif	6
9923	scientist	12
9924	scoop	2
9925	scooter	1
9926	scope	2
9927	scorch	1
9928	score	37
9929	scorn	1
9930	scotland	5
9931	scott	8
9932	scottish	1
9933	scottsdal	2
9934	scounscoun	1
9935	scour	4
9936	scourg	1
9937	scout	1
9938	scrambl	16
9939	scrambler	1
9940	scrap	9
9941	scrape	4
9942	scratch	2
9943	scrawl	1
9944	scrawni	2
9945	scream	15
9946	screech	1
9947	screen	13
9948	screw	1
9949	scribbl	3
9950	script	3
9951	scriptur	1
9952	scrutin	2
9953	scrutini	7
9954	scuffl	1
9955	sculptur	1
9956	scurri	1
9957	scuttl	2
9958	sea	100
9959	seab	8
9960	seafood	1
9961	seal	17
9962	sealift	1
9963	seam	4
9964	seaman	9
9965	seamen	10
9966	sean	3
9967	seanc	1
9968	seaport	3
9969	sear	1
9970	search	143
9971	searcher	7
9972	season	20
9973	seat	77
9974	seater	3
9975	seattl	11
9976	seawal	1
9977	seawat	5
9978	seaworthi	4
9979	sebastian	2
9980	sebastien	16
9981	sebek	4
9982	sec	3
9983	secessionist	4
9984	sech	1
9985	seclud	1
9986	seclus	2
9987	second	174
9988	secondari	1
9989	secondli	4
9990	secreci	1
9991	secret	85
9992	secretari	167
9993	secretli	5
9994	sect	2
9995	sectarian	2
9996	section	19
9997	sector	4
9998	secular	2
9999	secur	324
10000	sedalia	1
10001	sedat	1
10002	see	35
10003	seed	61
10004	seek	92
10005	seeker	3
10006	seemingli	3
10007	seen	133
10008	seeth	1
10009	segment	3
10010	segodnya	2
10011	segreg	1
10012	seif	2
10013	seismic	3
10014	seismograph	5
10015	seismolog	3
10016	seismologist	7
10017	seiu	1
10018	seiz	33
10019	sejwal	1
10020	sekou	1
10021	seldom	1
10022	sele	30
10023	select	18
10024	seleri	1
10025	selig	1
10026	sell	14
10027	seller	1
10028	semi	14
10029	semiautomat	1
10030	semifin	30
10031	semifinalist	12
10032	semin	1
10033	seminar	1
10034	semion	1
10035	sen	59
10036	senat	128
10037	senatori	6
10038	send	70
10039	seneg	2
10040	senior	126
10041	sennett	1
10042	sens	56
10043	sensat	1
10044	senseless	4
10045	sensibl	2
10046	sensit	11
10047	sent	140
10048	sentenc	95
10049	sentiment	22
10050	separ	56
10051	separatist	2
10052	seper	1
10053	sept	47
10054	septemb	66
10055	sequenc	2
10056	serafin	1
10057	seraguso	1
10058	serb	50
10059	serbia	86
10060	serbian	72
10061	serbo	1
10062	seren	6
10063	serena	31
10064	serendipit	1
10065	serga	8
10066	sergaev	1
10067	sergeant	2
10068	sergei	1
10069	sergeyev	1
10070	sergio	8
10071	serheo	1
10072	seri	38
10073	serial	5
10074	serious	31
10075	sermon	3
10076	serov	1
10077	serv	188
10078	servant	6
10079	servic	203
10080	servicemen	24
10081	servil	1
10082	sesam	1
10083	seselj	2
10084	session	39
10085	set	236
10086	setback	5
10087	seth	1
10088	setinya	1
10089	setter	4
10090	settl	33
10091	settlement	8
10092	seven	142
10093	seventeen	16
10094	seventh	31
10095	seventi	1
10096	sever	41
10097	severin	1
10098	severodvinsk	1
10099	severomorsk	4
10100	sew	1
10101	sewag	4
10102	sewart	1
10103	sex	9
10104	sexual	15
10105	seymour	1
10106	sgt	5
10107	shaab	1
10108	shaar	2
10109	shab	2
10110	shabtai	1
10111	shack	7
10112	shade	2
10113	shadow	17
10114	shadowi	8
10115	shaeffer	1
10116	shaft	3
10117	shah	4
10118	shaheen	1
10119	shaher	1
10120	shahrani	3
10121	shailesh	1
10122	shajea	1
10123	shake	29
10124	shaken	11
10125	shaki	2
10126	shalikashvili	1
10127	shall	3
10128	shallow	3
10129	sham	2
10130	shambl	3
10131	shame	6
10132	shamshran	1
10133	shane	1
10134	shannon	1
10135	shantytown	5
10136	shape	27
10137	shapeless	1
10138	shapeup	1
10139	shapiro	1
10140	shard	3
10141	share	39
10142	shargel	1
10143	sharia	1
10144	sharjani	1
10145	sharm	3
10146	sharon	2
10147	sharp	13
10148	sharpen	2
10149	sharper	1
10150	sharpli	14
10151	sharq	1
10152	shatter	33
10153	shaughnessi	3
10154	shave	1
10155	shavit	1
10156	shaw	3
10157	shawn	3
10158	shea	1
10159	sheaf	1
10160	shear	2
10161	sheath	1
10162	shebeck	1
10163	shebek	1
10164	shed	6
10165	sheehan	2
10166	sheehen	1
10167	sheepish	1
10168	sheepishli	1
10169	sheer	3
10170	sheet	22
10171	sheik	5
10172	sheikh	5
10173	sheila	1
10174	shelf	3
10175	shell	6
10176	shelle	4
10177	shelli	1
10178	shelten	1
10179	shelter	22
10180	shelti	1
10181	shelton	6
10182	shelv	2
10183	shemter	1
10184	shephard	1
10185	shepherd	4
10186	sheriff	14
10187	sherman	1
10188	sherri	3
10189	sheryl	1
10190	shiela	1
10191	shield	8
10192	shift	21
10193	shiit	3
10194	shine	10
10195	shini	2
10196	ship	193
10197	shipboard	1
10198	shipbuild	6
10199	shipman	1
10200	shipmat	13
10201	shipment	1
10202	shipyard	8
10203	shirlei	1
10204	shirt	21
10205	shirtless	2
10206	shiver	1
10207	shkval	7
10208	shlomo	1
10209	shock	43
10210	shoddi	1
10211	shoddili	1
10212	shoe	17
10213	shoeed	1
10214	sholti	1
10215	shook	46
10216	shoot	21
10217	shootout	3
10218	shop	53
10219	shopkeep	2
10220	shoplift	2
10221	shopper	1
10222	shore	19
10223	shorelin	1
10224	short	97
10225	shortag	16
10226	shortchang	2
10227	shortcom	4
10228	shortcut	1
10229	shorter	3
10230	shortest	1
10231	shortfal	2
10232	shorthand	2
10233	shortli	47
10234	shot	77
10235	shotgun	18
10236	shotmak	1
10237	shoulder	16
10238	shouldn	13
10239	shout	29
10240	shove	5
10241	shovel	12
10242	show	127
10243	showcas	2
10244	showdown	12
10245	shower	7
10246	shown	20
10247	shrank	4
10248	shrapnel	1
10249	shred	5
10250	shreveport	2
10251	shrewd	4
10252	shrill	1
10253	shrine	1
10254	shriner	1
10255	shrink	8
10256	shrunk	1
10257	shueib	1
10258	shukla	2
10259	shuler	1
10260	shultz	3
10261	shun	2
10262	shusaki	3
10263	shut	27
10264	shutdown	1
10265	shutter	2
10266	shuttl	4
10267	shy	5
10268	sibl	8
10269	sicili	2
10270	sick	8
10271	side	4
10272	sidelin	11
10273	sidestep	4
10274	sidewai	1
10275	sidl	7
10276	sidot	1
10277	sieg	9
10278	siemerink	1
10279	sierra	4
10280	siev	11
10281	siewert	24
10282	sifford	16
10283	sift	11
10284	sigh	3
10285	sight	25
10286	sightse	4
10287	sign	133
10288	signal	34
10289	signalman	1
10290	signatur	7
10291	signifi	1
10292	signific	41
10293	significantli	9
10294	sigonella	2
10295	sikh	1
10296	silberl	1
10297	silenc	19
10298	silent	19
10299	sill	1
10300	silli	1
10301	silliman	1
10302	silo	3
10303	silt	1
10304	silva	1
10305	silver	10
10306	silvia	3
10307	silvija	2
10308	simeon	1
10309	simil	1
10310	similar	47
10311	similarli	5
10312	simmer	5
10313	simmon	3
10314	simpl	19
10315	simpler	1
10316	simpli	46
10317	simul	1
10318	simultan	8
10319	sin	3
10320	sincer	1
10321	sindh	2
10322	sing	6
10323	singapor	3
10324	singaporean	1
10325	singer	7
10326	singh	4
10327	singl	52
10328	singular	1
10329	singularli	1
10330	sinha	1
10331	sink	32
10332	siobhan	1
10333	sion	1
10334	sip	6
10335	sir	5
10336	sirah	1
10337	siren	1
10338	siriman	1
10339	sirri	1
10340	sister	47
10341	sit	39
10342	site	80
10343	situat	82
10344	sixteen	3
10345	sixth	34
10346	siyaram	1
10347	sizabl	2
10348	size	25
10349	sizzl	2
10350	skeptic	10
10351	sketch	11
10352	sketchi	14
10353	ski	6
10354	skiff	10
10355	skill	11
10356	skillfulli	2
10357	skim	8
10358	skin	8
10359	skip	8
10360	skipper	5
10361	skirmish	1
10362	skirt	5
10363	skull	3
10364	sky	14
10365	skyscrap	4
10366	slab	15
10367	slade	7
10368	slai	12
10369	slain	10
10370	slam	58
10371	slant	2
10372	slap	3
10373	slash	4
10374	slat	1
10375	slate	6
10376	slater	2
10377	slaughterhous	1
10378	slava	1
10379	slavador	1
10380	slavica	1
10381	slavija	2
10382	slavish	1
10383	slavo	1
10384	slavoljub	1
10385	sledgehamm	3
10386	sleep	36
10387	sleepless	1
10388	sleev	1
10389	sleight	1
10390	slender	1
10391	slenderest	1
10392	slept	8
10393	slice	11
10394	slid	2
10395	slide	3
10396	slight	6
10397	slightest	3
10398	slightli	27
10399	slim	10
10400	slime	1
10401	slip	30
10402	slippag	1
10403	sliver	2
10404	slm	2
10405	slobadon	1
10406	slobo	3
10407	slobodan	126
10408	slocomb	1
10409	slogan	12
10410	slope	2
10411	sloppi	5
10412	slouch	1
10413	slovakia	8
10414	slovakian	1
10415	slow	40
10416	slowdown	2
10417	slowest	2
10418	slowli	26
10419	slug	1
10420	sluggish	4
10421	slump	6
10422	slur	1
10423	smack	4
10424	small	208
10425	smaller	25
10426	smallest	2
10427	smaltz	1
10428	smart	2
10429	smarter	2
10430	smartest	1
10431	smartli	1
10432	smash	25
10433	smear	3
10434	smederevska	2
10435	smell	8
10436	smile	36
10437	smit	1
10438	smith	21
10439	smithvil	1
10440	smitten	1
10441	smog	2
10442	smoggiest	1
10443	smoke	26
10444	smokei	1
10445	smoker	1
10446	smokescreen	1
10447	smolder	1
10448	smolinski	1
10449	smooth	9
10450	smoothli	2
10451	smother	2
10452	smuggl	3
10453	snack	2
10454	snake	1
10455	snap	9
10456	snapper	1
10457	snappi	1
10458	snare	1
10459	snarl	1
10460	snatch	8
10461	sneak	3
10462	sneaker	2
10463	sneet	1
10464	snif	3
10465	sniff	1
10466	sniffer	13
10467	snipe	1
10468	sniper	1
10469	snippet	2
10470	snitch	3
10471	snjezana	1
10472	snour	1
10473	snow	12
10474	snowfal	1
10475	snowstorm	2
10476	snyder	1
10477	so	1
10478	soak	4
10479	soap	2
10480	soar	7
10481	sob	3
10482	sober	2
10483	soccer	4
10484	social	33
10485	socialist	37
10486	societi	34
10487	sock	3
10488	socotra	2
10489	socti	1
10490	sod	1
10491	sofa	2
10492	soft	12
10493	soften	4
10494	softli	1
10495	softwar	7
10496	soglasiy	1
10497	soil	7
10498	sojourn	1
10499	solanki	1
10500	solari	1
10501	sold	19
10502	soldier	97
10503	sole	9
10504	solemn	4
10505	solemnli	1
10506	solicit	1
10507	solid	15
10508	solidar	6
10509	solidifi	2
10510	solidli	1
10511	solitari	2
10512	solitud	1
10513	solomon	1
10514	solorzano	2
10515	solut	14
10516	solv	6
10517	somali	3
10518	somalia	8
10519	somber	6
10520	somberli	2
10521	somebodi	22
10522	somedai	5
10523	someplac	1
10524	someth	1
10525	somewhat	9
10526	somo	1
10527	son	116
10528	sonar	2
10529	song	3
10530	songwrit	3
10531	sonia	3
10532	sonni	1
10533	soon	94
10534	sooner	5
10535	sooooo	1
10536	soot	1
10537	sooti	1
10538	sop	1
10539	sophist	22
10540	sordid	1
10541	sore	8
10542	sorri	4
10543	sorrow	3
10544	sort	53
10545	sorti	1
10546	sosonati	7
10547	soto	3
10548	souc	1
10549	sought	50
10550	soul	4
10551	soumaila	1
10552	sound	56
10553	soundli	3
10554	soundproof	1
10555	soup	4
10556	sour	2
10557	sourc	93
10558	south	124
10559	southeast	35
10560	southeastern	10
10561	southern	67
10562	southwest	19
10563	southwestern	6
10564	souvenir	2
10565	sovereign	2
10566	sovereignti	8
10567	soviet	32
10568	soxon	1
10569	sp	2
10570	space	20
10571	spaciou	1
10572	spain	20
10573	span	7
10574	spangl	1
10575	spaniard	2
10576	spaniel	1
10577	spanish	20
10578	spare	9
10579	spark	18
10580	spasski	2
10581	spat	1
10582	spate	3
10583	spatter	1
10584	speak	132
10585	speaker	19
10586	spear	8
10587	spearhead	3
10588	speci	1
10589	special	111
10590	specialist	21
10591	specif	55
10592	specifi	13
10593	spectacl	3
10594	spectacular	4
10595	spectat	7
10596	specter	3
10597	spectrum	1
10598	specul	44
10599	sped	4
10600	speech	62
10601	speed	55
10602	speedboat	1
10603	speedi	1
10604	speedskat	1
10605	spell	9
10606	spenc	3
10607	spencer	6
10608	spend	57
10609	spent	74
10610	sperl	2
10611	sphere	1
10612	spi	7
10613	spielberg	1
10614	spill	4
10615	spin	5
10616	spine	2
10617	spiral	4
10618	spire	1
10619	spirit	18
10620	spiritu	3
10621	spite	5
10622	splash	2
10623	splashdown	1
10624	splatter	2
10625	splint	1
10626	splinter	3
10627	splinz	1
10628	split	23
10629	spode	1
10630	spoil	11
10631	spoiler	3
10632	spokan	1
10633	spoke	76
10634	spoken	23
10635	spokesman	184
10636	spokesmen	4
10637	spokeswoman	28
10638	sponsor	22
10639	sponsorship	2
10640	spontan	4
10641	spook	1
10642	sporad	1
10643	sport	59
10644	sportsmen	1
10645	spot	33
10646	spotlight	14
10647	spotti	6
10648	spous	7
10649	spragu	1
10650	sprai	6
10651	spraig	1
10652	sprain	7
10653	sprawl	8
10654	spread	53
10655	spree	2
10656	spring	28
10657	springfield	3
10658	sprinkl	2
10659	sprint	5
10660	sprout	2
10661	spruanc	1
10662	sprung	2
10663	spun	1
10664	spur	5
10665	spy	72
10666	spymast	19
10667	squabbl	1
10668	squad	23
10669	squadron	1
10670	squall	3
10671	squander	2
10672	squar	23
10673	squat	1
10674	squatter	3
10675	squeak	2
10676	squeamish	1
10677	squeez	7
10678	squirrel	2
10679	squish	1
10680	sr	3
10681	srdic	4
10682	srebrenica	1
10683	srpska	1
10684	stab	9
10685	stabenow	5
10686	stabil	43
10687	stabl	21
10688	stacei	1
10689	staci	1
10690	stack	8
10691	stadium	13
10692	staf	3
10693	staff	70
10694	staffer	2
10695	staffinr	1
10696	stafford	4
10697	stage	49
10698	stagger	9
10699	stai	148
10700	stain	7
10701	stair	3
10702	stairwel	4
10703	stake	26
10704	stalem	6
10705	stalin	2
10706	stalinist	1
10707	stalk	2
10708	stall	4
10709	stambol	2
10710	stambuk	1
10711	stamenkov	2
10712	stamina	1
10713	stammer	1
10714	stamped	4
10715	stanc	5
10716	stand	129
10717	standard	19
10718	standbi	1
10719	standoff	8
10720	standpoint	1
10721	standstil	6
10722	stanlei	4
10723	stapl	1
10724	star	39
10725	stare	7
10726	stark	5
10727	starkli	1
10728	starr	1
10729	starrr	1
10730	start	160
10731	startl	2
10732	starv	1
10733	stash	1
10734	stasio	1
10735	stat	2
10736	state	587
10737	statehous	4
10738	stateless	1
10739	statement	104
10740	stateroom	1
10741	statesman	3
10742	statewid	5
10743	station	121
10744	stationeri	1
10745	statist	13
10746	statistical_report	2
10747	statu	18
10748	statur	4
10749	statut	5
10750	staunch	2
10751	staunchest	2
10752	staunchli	2
10753	stead	1
10754	steadfast	1
10755	steadi	4
10756	steadili	4
10757	steal	27
10758	stealer	1
10759	stealth	1
10760	stealthi	1
10761	stealthier	1
10762	stealthili	1
10763	steam	6
10764	steami	1
10765	steel	28
10766	steenbuch	1
10767	steep	15
10768	steer	8
10769	stefan	1
10770	stefano	5
10771	stefanov	4
10772	steffi	1
10773	steinberg	1
10774	steindorff	1
10775	stell	1
10776	stellar	1
10777	stem	12
10778	stemmo	1
10779	stenberg	1
10780	stench	2
10781	step	136
10782	stephani	1
10783	stephanopoulo	1
10784	stephen	7
10785	stepmoth	1
10786	steppingston	1
10787	stepson	1
10788	stereo	1
10789	sterl	3
10790	stern	14
10791	sternavich	1
10792	sternli	2
10793	steskic	1
10794	stevan	3
10795	steve	10
10796	stevedor	1
10797	steven	3
10798	stevenson	4
10799	stew	1
10800	stewardship	4
10801	stewart	2
10802	stick	18
10803	sticker	2
10804	sticki	1
10805	stickier	4
10806	stiff	3
10807	stifl	2
10808	stigmat	1
10809	sting	1
10810	stipend	1
10811	stipul	4
10812	stir	14
10813	stirrer	1
10814	stirrup	1
10815	stitch	1
10816	stock	5
10817	stocki	1
10818	stockpil	5
10819	stoical	1
10820	stojanov	1
10821	stojiljikov	1
10822	stojiljkov	3
10823	stoke	4
10824	stoko	1
10825	stokov	1
10826	stole	25
10827	stolen	13
10828	stolt	1
10829	stomach	7
10830	stomp	1
10831	stone	18
10832	stonewal	1
10833	stoni	3
10834	stood	66
10835	stool	2
10836	stop	176
10837	stopgap	1
10838	stopov	4
10839	stoppag	6
10840	stopper	1
10841	storag	3
10842	store	67
10843	storei	1
10844	stori	99
10845	storm	46
10846	stormi	2
10847	storybook	1
10848	stosic	2
10849	stoutli	1
10850	stowag	1
10851	stoyan	1
10852	straddl	1
10853	strai	2
10854	straight	25
10855	straighten	1
10856	straightforward	4
10857	strain	4
10858	strait	2
10859	straition	1
10860	strakov	1
10861	strand	3
10862	strang	9
10863	stranger	6
10864	strangl	1
10865	stranglehold	1
10866	strap	3
10867	strateg	18
10868	strategeri	1
10869	strategi	20
10870	strategist	7
10871	straw	1
10872	streak	16
10873	stream	15
10874	streamlin	1
10875	stree	1
10876	street	177
10877	strength	18
10878	strengthen	27
10879	strenuous	1
10880	stress	33
10881	stretch	30
10882	stretcher	13
10883	strewn	3
10884	stricken	15
10885	strickland	2
10886	strict	5
10887	stricter	1
10888	strictli	7
10889	strictur	1
10890	strident	1
10891	strife	2
10892	strike	86
10893	strikebound	5
10894	strikebreak	3
10895	striker	13
10896	string	14
10897	stringent	2
10898	stringfellow	5
10899	strip	24
10900	stripe	3
10901	strive	7
10902	strode	1
10903	stroke	10
10904	stroll	1
10905	strom	1
10906	strong	96
10907	stronger	17
10908	strongest	10
10909	stronghold	27
10910	strongli	15
10911	strongman	8
10912	strongmen	1
10913	strother	1
10914	strove	1
10915	struck	45
10916	structur	19
10917	struggl	72
10918	stuart	1
10919	stubb	1
10920	stubborn	1
10921	stubbornli	1
10922	stuck	9
10923	stud	3
10924	student	54
10925	studi	38
10926	studio	3
10927	stuf	1
10928	stuff	6
10929	stumbl	13
10930	stump	1
10931	stun	40
10932	stung	3
10933	stunningli	2
10934	stunt	2
10935	sturdi	1
10936	sturdier	1
10937	style	33
10938	stymi	1
10939	su	4
10940	suarez	3
10941	sub	25
10942	subcommitte	2
10943	subcontin	3
10944	subdu	7
10945	subgroup	1
10946	subject	39
10947	subjug	1
10948	submachin	2
10949	submarin	63
10950	submerg	5
10951	submers	3
10952	submit	25
10953	subordin	1
10954	subpoena	1
10955	subscrib	1
10956	subsequ	9
10957	subsid	4
10958	subsidi	1
10959	subsidiari	3
10960	subsist	1
10961	substanc	6
10962	substandard	1
10963	substanti	17
10964	substitut	4
10965	subterranean	1
10966	subtext	2
10967	subtl	1
10968	subtocnga	4
10969	suburb	26
10970	suburban	11
10971	subvers	3
10972	subvert	3
10973	subwai	1
10974	succ	1
10975	succe	20
10976	succeed	12
10977	success	63
10978	successfulli	10
10979	successor	39
10980	succumb	2
10981	suchitepequez	5
10982	suck	1
10983	sudan	11
10984	sudanes	1
10985	sudden	20
10986	suddenli	17
10987	sue	7
10988	suez	18
10989	suffer	96
10990	suffici	16
10991	suffoc	4
10992	sugarcoat	1
10993	sugari	1
10994	suggest	94
10995	suharto	1
10996	suicid	129
10997	suit	36
10998	suitabl	5
10999	suitcas	5
11000	suitland	1
11001	sukiyaki	1
11002	sullivan	3
11003	sultan	6
11004	sultri	1
11005	sum	2
11006	summar	2
11007	summari	4
11008	summer	23
11009	summit	32
11010	summon	6
11011	sumner	1
11012	sun	24
11013	sunbak	1
11014	sunda	1
11015	sundai	201
11016	sunglass	2
11017	sunil	1
11018	sunk	7
11019	sunken	25
11020	sunni	4
11021	sunris	1
11022	sunset	4
11023	sunshin	1
11024	super	3
11025	superb	2
11026	superbl	2
11027	superfast	1
11028	superintend	1
11029	superior	4
11030	supermarket	6
11031	superpow	2
11032	superstructur	1
11033	supervis	12
11034	supervisor	6
11035	supplement	1
11036	suppli	55
11037	support	271
11038	suppos	19
11039	supposedli	4
11040	supposingli	1
11041	suppress	13
11042	suprem	47
11043	supremaci	2
11044	supremacist	1
11045	surat	3
11046	sure	105
11047	surf	2
11048	surfac	28
11049	surg	14
11050	surgeon	9
11051	surgeri	13
11052	surgic	3
11053	surnia	1
11054	surpass	5
11055	surplu	3
11056	surpris	52
11057	surprisingli	4
11058	surreal	4
11059	surrend	34
11060	surrog	5
11061	surround	61
11062	survei	26
11063	surveil	17
11064	surviv	101
11065	survivor	92
11066	susa	1
11067	susan	33
11068	susann	1
11069	suscept	2
11070	susi	3
11071	suspect	142
11072	suspend	25
11073	suspens	9
11074	suspici	13
11075	suspicion	36
11076	sustain	13
11077	susten	1
11078	sutyagin	1
11079	svilanov	3
11080	swab	1
11081	swagger	1
11082	swai	17
11083	swallow	4
11084	swami	3
11085	swamimarayan	1
11086	swamp	1
11087	swan	3
11088	swap	6
11089	swarm	16
11090	swat	2
11091	swear	11
11092	sweat	5
11093	sweater	3
11094	sweati	6
11095	swede	2
11096	sweden	5
11097	sweep	21
11098	sweet	3
11099	sweeten	1
11100	sweetheart	2
11101	swell	14
11102	swelter	1
11103	swenchoni	1
11104	swept	39
11105	swift	11
11106	swiftli	5
11107	swim	5
11108	swing	5
11109	swipe	1
11110	swirl	2
11111	swiss	17
11112	switch	20
11113	switzerland	25
11114	swivel	1
11115	swollen	2
11116	swoon	1
11117	swoop	1
11118	sword	1
11119	swore	3
11120	sworn	29
11121	swung	1
11122	sydnei	10
11123	sylvest	1
11124	sylvia	1
11125	symbiones	4
11126	symbol	31
11127	symington	2
11128	symmetri	1
11129	sympath	2
11130	sympathet	8
11131	sympathi	8
11132	symphoni	1
11133	symptom	2
11134	sync	1
11135	syndic	1
11136	synonym	1
11137	syria	2
11138	syrian	8
11139	syring	1
11140	system	13
11141	systemat	3
11142	tabara	3
11143	tabl	18
11144	tableau	2
11145	tableaux	1
11146	tablecloth	2
11147	tabloid	2
11148	tabul	5
11149	tacitli	1
11150	tackl	4
11151	tacoma	1
11152	tactic	15
11153	tactician	2
11154	tadic	2
11155	taffeta	1
11156	tag	1
11157	taha	3
11158	taigon	1
11159	tailor	11
11160	tailspin	2
11161	taint	10
11162	taiwan	9
11163	taiwanes	2
11164	taiz	1
11165	take	144
11166	taken	128
11167	takeoff	1
11168	takeov	15
11169	taker	1
11170	takla	1
11171	talaja	2
11172	tale	5
11173	talent	8
11174	talib	1
11175	taliban	15
11176	talk	157
11177	talker	1
11178	talki	1
11179	tall	8
11180	tallahasse	1
11181	taller	4
11182	talli	15
11183	tamarin	4
11184	tame	7
11185	tamil	1
11186	tamme	1
11187	tampa	4
11188	tamper	3
11189	tan	2
11190	tanang	1
11191	tanasugarin	1
11192	tanasugarn	3
11193	tandem	1
11194	tangl	11
11195	tanja	1
11196	tanjug	13
11197	tank	26
11198	tanker	2
11199	tant	1
11200	tantal	1
11201	tantamount	1
11202	tantrum	1
11203	tanugu	1
11204	tanzania	37
11205	tap	9
11206	tape	20
11207	tar	2
11208	tarawa	2
11209	tardi	1
11210	target	67
11211	tariff	2
11212	tariq	2
11213	tarmac	12
11214	tarnish	2
11215	tarp	3
11216	tarpaulin	3
11217	task	43
11218	tass	5
11219	tast	5
11220	tatter	4
11221	taunt	1
11222	tawdri	1
11223	tawfiq	1
11224	tax	41
11225	taxi	6
11226	taxpay	2
11227	taylor	2
11228	tdcj	14
11229	tea	9
11230	teach	8
11231	teacher	16
11232	team	119
11233	teammat	2
11234	tear	72
11235	tearga	4
11236	tech	10
11237	technic	24
11238	technician	15
11239	techniqu	4
11240	technocrat	1
11241	technolog	43
11242	techsourc	2
11243	tecla	11
11244	ted	3
11245	teddi	1
11246	teem	3
11247	teenag	4
11248	teepl	1
11249	teeter	2
11250	teeth	2
11251	tefb	1
11252	tegla	1
11253	tekla	2
11254	tel	4
11255	telar	1
11256	telecommun	2
11257	teleconfer	2
11258	telegram	1
11259	telephon	72
11260	televis	170
11261	televisa	1
11262	televison	1
11263	tell	108
11264	teller	7
11265	tello	2
11266	temblor	13
11267	tempel	1
11268	temper	4
11269	temperatur	10
11270	tempestu	1
11271	templ	8
11272	templat	1
11273	tempo	1
11274	temporari	13
11275	temporarili	10
11276	ten	38
11277	tenabl	1
11278	tenac	1
11279	tenaci	1
11280	tenant	3
11281	tend	11
11282	tendenc	4
11283	tender	4
11284	tenet	2
11285	tenn	8
11286	tennesse	11
11287	tenni	39
11288	tens	18
11289	tension	25
11290	tent	39
11291	tentacl	1
11292	tenth	4
11293	tenur	9
11294	ter	1
11295	term	126
11296	termer	2
11297	termin	15
11298	tern	1
11299	terr	1
11300	terrain	2
11301	terrel	1
11302	terrenc	12
11303	terri	6
11304	terribl	28
11305	terribly	1
11306	terrif	2
11307	terrifi	9
11308	terrifng	1
11309	terrifyingli	1
11310	territori	22
11311	terror	104
11312	terrorist	206
11313	test	42
11314	testament	2
11315	testifi	25
11316	testili	1
11317	testimoni	19
11318	testu	1
11319	testud	9
11320	tethani	1
11321	tether	2
11322	tex	1
11323	texa	98
11324	text	6
11325	textbook	1
11326	textil	4
11327	tfor	1
11328	thaan	1
11329	thabo	3
11330	thaci	1
11331	thadani	1
11332	thaerz	1
11333	thahn	1
11334	thailand	2
11335	thakkar	4
11336	thakur	1
11337	thanh	2
11338	thank	117
11339	thanksgiv	2
11340	thankyou	1
11341	thatcher	1
11342	thaul	1
11343	theater	7
11344	thee	1
11345	theft	2
